id_ticket,fecha,canal,plan_cliente,antiguedad_meses,asunto,mensaje,categoria,prioridad,sentimiento,minutos_primera_respuesta,resuelto
TCK-0119,2026-01-19T14:32,email,business,43,No puedo entrar en mi cuenta,Desde ayer no consigo iniciar sesión con pablo@orbita.example. Me dice credenciales incorrectas y el enlace de recuperación no llega ni a la bandeja de spam.,acceso_cuenta,alta,negativo,13,True
TCK-0120,2026-05-17T16:56,email,pro,23,Sincronización con Google Sheets parada,La sincronización con Google Sheets lleva 8 horas sin actualizar. La hoja destino sigue con los datos de antes.,integraciones,alta,negativo,53,False
TCK-0121,2026-04-14T06:38,formulario,business,35,Fallo al conectar con Salesforce,"Al conectar Salesforce el asistente se queda en el paso de autorización y acaba en un error genérico sin detalle. Quedo atento, un saludo.",integraciones,critica,negativo,15,True
TCK-0122,2026-03-21T09:19,chat,pro,37,La plataforma va extremadamente lenta,Desde hace 12 horas cualquier consulta tarda más de un minuto. Antes eran segundos. Somos 25 personas trabajando y está parado todo el equipo. Gracias de antemano.,rendimiento,critica,negativo,20,False
TCK-0123,2026-02-06T16:01,email,free,49,Nos vendría bien una API de borrado masivo,Para cumplir con nuestra política de retención de datos necesitaríamos una llamada de borrado masivo por API. Gracias de antemano.,solicitud_funcionalidad,baja,neutro,1543,True
TCK-0124,2026-01-27T09:55,email,free,21,Falta filtrar por etiquetas,Echamos de menos poder filtrar el listado por etiquetas; ahora hay que buscar a mano entre cientos de elementos. Gracias de antemano.,solicitud_funcionalidad,baja,neutro,2240,True
TCK-0125,2026-01-15T16:15,chat,free,32,Se pierden los cambios al recargar,"Edito un informe, guardo, y al recargar la página los cambios han desaparecido. Me ha pasado 3 veces esta semana. Gracias de antemano.",bug_producto,media,neutro,368,True
TCK-0126,2026-04-18T20:58,email,pro,24,No me llega la factura de diciembre,"Hola, no he recibido la factura de diciembre y contabilidad me la está pidiendo para cerrar el trimestre. Mi cuenta es sofia@orbita.example. Gracias de antemano.",facturacion,baja,neutro,1025,True
TCK-0127,2026-03-20T09:57,email,enterprise,20,Falta filtrar por etiquetas,Echamos de menos poder filtrar el listado por etiquetas; ahora hay que buscar a mano entre cientos de elementos. Sin prisa.,solicitud_funcionalidad,alta,neutro,66,True
TCK-0128,2026-01-16T00:45,email,pro,9,La app móvil se cierra al abrir un proyecto,La aplicación móvil se cierra sola al abrir cualquier proyecto. La he reinstalado y sigue igual.,bug_producto,alta,neutro,51,True
TCK-0129,2026-04-09T12:28,email,free,52,La exportación a CSV sale vacía,La exportación a CSV descarga un fichero de 0 bytes desde la actualización de agosto. Antes funcionaba correctamente. Gracias de antemano.,bug_producto,baja,positivo,2296,True
TCK-0130,2026-04-11T07:42,chat,pro,38,Petición: modo oscuro,Mucha gente del equipo trabaja de noche y agradeceríamos un modo oscuro en la interfaz.,solicitud_funcionalidad,media,neutro,226,True
TCK-0131,2026-04-01T13:58,chat,business,42,Las consultas tardan más de un minuto,"Las consultas que antes iban en segundos ahora superan el minuto de forma sistemática, sobre todo sobre rangos de fechas amplios.",rendimiento,alta,negativo,57,True
TCK-0132,2026-05-21T14:06,chat,free,53,Nos vendría bien una API de borrado masivo,Para cumplir con nuestra política de retención de datos necesitaríamos una llamada de borrado masivo por API. Si no se resuelve hoy tendremos que valorar cancelar el contrato.,solicitud_funcionalidad,media,negativo,220,True
TCK-0133,2026-07-12T13:39,formulario,free,26,Necesito revocar el acceso de un empleado,Han salido dos personas del equipo y necesito revocar sus accesos hoy mismo por política interna de seguridad.,acceso_cuenta,baja,positivo,757,True
TCK-0134,2026-07-08T05:05,email,enterprise,15,Necesito revocar el acceso de un empleado,Han salido dos personas del equipo y necesito revocar sus accesos hoy mismo por política interna de seguridad.,acceso_cuenta,alta,negativo,80,True
TCK-0135,2026-07-10T18:05,email,pro,18,Sugerencia: alertas por Slack,Sería genial recibir las alertas en Slack además de por correo. ¿Está en la hoja de ruta?,solicitud_funcionalidad,baja,positivo,2597,True
TCK-0136,2026-04-27T04:36,email,free,51,Necesito revocar el acceso de un empleado,Han salido dos personas del equipo y necesito revocar sus accesos hoy mismo por política interna de seguridad. Si no se resuelve hoy tendremos que valorar cancelar el contrato.,acceso_cuenta,media,negativo,130,True
TCK-0137,2026-07-23T08:18,formulario,free,58,El doble factor no me envía el código,El SMS del segundo factor no llega desde hace 3 horas. Tengo una demo con un cliente y no puedo entrar en la plataforma.,acceso_cuenta,baja,negativo,2077,True
TCK-0138,2026-01-12T07:00,email,free,45,Quiero cambiar la forma de pago,Quiero pasar de pago con tarjeta a domiciliación bancaria antes de la próxima renovación. ¿Qué necesitáis de mi parte? Sin prisa.,facturacion,baja,negativo,963,True
TCK-0139,2026-07-25T18:39,chat,business,31,El webhook deja de disparar eventos,Nuestro webhook a acme.example dejó de recibir eventos hace 24 horas. No hemos cambiado nada del lado nuestro. Sin prisa.,integraciones,media,neutro,216,True
TCK-0140,2026-01-26T19:36,formulario,pro,5,Sincronización con Google Sheets parada,La sincronización con Google Sheets lleva 5 horas sin actualizar. La hoja destino sigue con los datos de antes. Gracias de antemano.,integraciones,baja,neutro,1854,True
TCK-0141,2026-03-10T11:11,chat,pro,2,Cobro duplicado en la factura de julio,"Buenas, revisando el extracto veo dos cargos de 29 € el mismo día de julio. Solo tengo una suscripción pro. ¿Podéis devolver el duplicado? Quedo atento, un saludo.",facturacion,media,negativo,325,True
TCK-0142,2026-05-05T16:03,telefono,business,12,Error 500 al guardar un informe,"Al pulsar Guardar en un informe me devuelve un error 500. Pasa siempre, en Chrome y en Firefox. El identificador de la petición es req_253861839. Es urgente, por favor. Llevamos todo el día parados.",bug_producto,critica,negativo,8,True
TCK-0143,2026-04-28T10:48,formulario,pro,4,No puedo entrar en mi cuenta,Desde ayer no consigo iniciar sesión con luis@acme.example. Me dice credenciales incorrectas y el enlace de recuperación no llega ni a la bandeja de spam.,acceso_cuenta,media,neutro,213,True
TCK-0144,2026-07-26T11:49,chat,free,51,Perdí acceso al correo de recuperación,"El correo de recuperación de mi cuenta es una dirección antigua a la que ya no tengo acceso. ¿Cómo puedo recuperar la cuenta nuria@acme.example? Quedo atento, un saludo.",acceso_cuenta,media,negativo,300,True
TCK-0145,2026-05-12T09:05,formulario,free,43,Usuario bloqueado tras varios intentos,Mi usuario se ha bloqueado tras varios intentos fallidos de inicio de sesión. ¿Podéis desbloquear luis@orbita.example?,acceso_cuenta,baja,negativo,1778,True
TCK-0146,2026-03-13T03:02,email,free,47,Error 500 al guardar un informe,"Al pulsar Guardar en un informe me devuelve un error 500. Pasa siempre, en Chrome y en Firefox. El identificador de la petición es req_706909864.",bug_producto,media,negativo,316,True
TCK-0147,2026-06-11T06:53,email,free,21,Solicitud de borrado de datos (RGPD),"Ejerciendo el derecho de supresión del RGPD, solicito el borrado de todos los datos asociados a luis@delta-labs.example. Esto nos está bloqueando la operación y tenemos un cierre mañana.",datos_privacidad,alta,negativo,74,True
TCK-0148,2026-02-01T13:29,chat,free,59,No me llega la factura de septiembre,"Hola, no he recibido la factura de septiembre y contabilidad me la está pidiendo para cerrar el trimestre. Mi cuenta es sofia@orbita.example. Es urgente, por favor. Llevamos todo el día parados.",facturacion,media,negativo,141,True
TCK-0149,2026-04-01T14:57,formulario,business,7,Cobro duplicado en la factura de abril,"Buenas, revisando el extracto veo dos cargos de 9 € el mismo día de abril. Solo tengo una suscripción business. ¿Podéis devolver el duplicado?",facturacion,alta,negativo,71,True
TCK-0150,2026-05-16T10:12,chat,business,49,La app móvil se cierra al abrir un proyecto,La aplicación móvil se cierra sola al abrir cualquier proyecto. La he reinstalado y sigue igual.,bug_producto,media,neutro,416,True
TCK-0151,2026-04-15T17:30,chat,free,15,Necesito revocar el acceso de un empleado,Han salido dos personas del equipo y necesito revocar sus accesos hoy mismo por política interna de seguridad.,acceso_cuenta,media,neutro,99,True
TCK-0152,2026-02-22T16:15,email,pro,46,El webhook deja de disparar eventos,Nuestro webhook a delta-labs.example dejó de recibir eventos hace 2 horas. No hemos cambiado nada del lado nuestro.,integraciones,alta,negativo,16,True
TCK-0153,2026-01-21T19:55,chat,free,10,No me llega la factura de febrero,"Hola, no he recibido la factura de febrero y contabilidad me la está pidiendo para cerrar el trimestre. Mi cuenta es ana@orbita.example.",facturacion,baja,neutro,2620,True
TCK-0154,2026-07-25T07:30,email,free,36,Se pierden los cambios al recargar,"Edito un informe, guardo, y al recargar la página los cambios han desaparecido. Me ha pasado 40 veces esta semana.",bug_producto,media,neutro,78,True
TCK-0155,2026-05-08T08:17,email,pro,6,Quiero hablar con comercial,Me gustaría que me llamase alguien de comercial para valorar un contrato anual. Esto nos está bloqueando la operación y tenemos un cierre mañana.,otros,media,negativo,411,True
TCK-0156,2026-06-27T01:31,chat,free,7,No puedo entrar en mi cuenta,Desde ayer no consigo iniciar sesión con ana@delta-labs.example. Me dice credenciales incorrectas y el enlace de recuperación no llega ni a la bandeja de spam.,acceso_cuenta,media,neutro,163,True
TCK-0157,2026-07-28T15:47,email,free,8,¿Podéis añadir exportación a PDF?,"No es urgente, pero nos ahorraría mucho tiempo poder exportar los informes directamente a PDF sin pasar por el navegador.",solicitud_funcionalidad,baja,neutro,1000,True
TCK-0158,2026-05-17T16:19,chat,pro,31,Solicitud de borrado de datos (RGPD),"Ejerciendo el derecho de supresión del RGPD, solicito el borrado de todos los datos asociados a javier@delta-labs.example. Gracias de antemano.",datos_privacidad,alta,negativo,85,True
TCK-0159,2026-03-06T05:48,email,business,8,La API devuelve 401 con una clave válida,La API nos devuelve 401 con una clave que generamos ayer y que sigue apareciendo como activa en el panel.,integraciones,media,neutro,67,True
TCK-0160,2026-03-23T09:32,chat,free,46,Los gráficos no cargan en el panel,El panel principal se queda en blanco y la consola del navegador muestra un error de JavaScript. Afecta a 3 usuarios de mi equipo.,bug_producto,media,neutro,58,True
TCK-0161,2026-07-06T07:42,formulario,business,22,Necesito la factura con el CIF de mi empresa,"Necesito rehacer la factura de abril con los datos fiscales correctos: el CIF que aparece no es el nuestro y así no la puedo deducir. Quedo atento, un saludo.",facturacion,media,neutro,321,True
TCK-0162,2026-03-15T13:04,email,business,11,Solicitud de borrado de datos (RGPD),"Ejerciendo el derecho de supresión del RGPD, solicito el borrado de todos los datos asociados a nuria@acme.example. Gracias de antemano.",datos_privacidad,media,neutro,330,True
TCK-0163,2026-05-21T21:01,email,pro,40,La API devuelve 401 con una clave válida,La API nos devuelve 401 con una clave que generamos ayer y que sigue apareciendo como activa en el panel. Gracias de antemano.,integraciones,alta,neutro,42,True
TCK-0164,2026-07-11T16:35,email,pro,50,Timeouts constantes en el panel,El panel tarda muchísimo en cargar y a menudo acaba en timeout. Ocurre sobre todo a primera hora de la mañana. Tenemos una auditoría en curso y esto es crítico.,rendimiento,alta,negativo,41,True
TCK-0165,2026-01-15T09:54,email,free,36,Fallo al conectar con Salesforce,Al conectar Salesforce el asistente se queda en el paso de autorización y acaba en un error genérico sin detalle. Tenemos una auditoría en curso y esto es crítico.,integraciones,alta,negativo,76,False
TCK-0166,2026-01-08T21:46,chat,free,3,Necesito la factura con el CIF de mi empresa,Necesito rehacer la factura de enero con los datos fiscales correctos: el CIF que aparece no es el nuestro y así no la puedo deducir.,facturacion,media,neutro,219,True
TCK-0167,2026-07-28T07:15,telefono,pro,14,Quiero cambiar la forma de pago,Quiero pasar de pago con tarjeta a domiciliación bancaria antes de la próxima renovación. ¿Qué necesitáis de mi parte? Sin prisa.,facturacion,baja,negativo,1299,True
TCK-0168,2026-04-08T12:41,email,pro,2,Los informes grandes no terminan nunca,Los informes grandes ya no terminan: se quedan cargando indefinidamente y hay que cancelarlos a mano. Tenemos una auditoría en curso y esto es crítico.,rendimiento,critica,negativo,15,True
TCK-0169,2026-07-09T16:41,email,business,32,Falta filtrar por etiquetas,Echamos de menos poder filtrar el listado por etiquetas; ahora hay que buscar a mano entre cientos de elementos. Gracias de antemano.,solicitud_funcionalidad,baja,neutro,2512,True
TCK-0170,2026-04-26T20:45,email,pro,15,Nos vendría bien una API de borrado masivo,Para cumplir con nuestra política de retención de datos necesitaríamos una llamada de borrado masivo por API.,solicitud_funcionalidad,media,neutro,390,True
TCK-0171,2026-06-26T06:56,email,pro,6,La API devuelve 401 con una clave válida,La API nos devuelve 401 con una clave que generamos ayer y que sigue apareciendo como activa en el panel.,integraciones,alta,negativo,49,True
TCK-0172,2026-05-17T17:01,email,pro,52,La exportación a CSV sale vacía,La exportación a CSV descarga un fichero de 0 bytes desde la actualización de diciembre. Antes funcionaba correctamente.,bug_producto,media,positivo,246,True
TCK-0173,2026-03-29T00:35,email,pro,16,Sincronización con Google Sheets parada,La sincronización con Google Sheets lleva 12 horas sin actualizar. La hoja destino sigue con los datos de antes.,integraciones,media,neutro,159,True
TCK-0174,2026-07-19T19:49,email,business,56,El doble factor no me envía el código,El SMS del segundo factor no llega desde hace 24 horas. Tengo una demo con un cliente y no puedo entrar en la plataforma. Esto nos está bloqueando la operación y tenemos un cierre mañana.,acceso_cuenta,alta,negativo,48,False
TCK-0175,2026-07-27T20:55,chat,pro,48,Error 500 al guardar un informe,"Al pulsar Guardar en un informe me devuelve un error 500. Pasa siempre, en Chrome y en Firefox. El identificador de la petición es req_361996526. Quedo atento, un saludo.",bug_producto,baja,negativo,364,True
TCK-0176,2026-04-05T17:36,chat,pro,58,Falta filtrar por etiquetas,Echamos de menos poder filtrar el listado por etiquetas; ahora hay que buscar a mano entre cientos de elementos.,solicitud_funcionalidad,baja,neutro,1597,True
TCK-0177,2026-05-09T02:14,email,pro,59,Se pierden los cambios al recargar,"Edito un informe, guardo, y al recargar la página los cambios han desaparecido. Me ha pasado 40 veces esta semana. Quedo atento, un saludo.",bug_producto,media,negativo,59,True
TCK-0178,2026-06-19T11:29,email,free,5,La exportación a CSV sale vacía,La exportación a CSV descarga un fichero de 0 bytes desde la actualización de febrero. Antes funcionaba correctamente. Gracias de antemano.,bug_producto,baja,neutro,2373,True
TCK-0179,2026-05-17T16:33,telefono,pro,31,Perdí acceso al correo de recuperación,El correo de recuperación de mi cuenta es una dirección antigua a la que ya no tengo acceso. ¿Cómo puedo recuperar la cuenta nuria@delta-labs.example?,acceso_cuenta,media,neutro,345,True
TCK-0180,2026-07-13T13:52,email,pro,14,Cobro duplicado en la factura de mayo,"Buenas, revisando el extracto veo dos cargos de 99 € el mismo día de mayo. Solo tengo una suscripción pro. ¿Podéis devolver el duplicado? Si no se resuelve hoy tendremos que valorar cancelar el contrato.",facturacion,alta,negativo,52,False
TCK-0181,2026-02-13T22:00,formulario,pro,28,Las consultas tardan más de un minuto,"Las consultas que antes iban en segundos ahora superan el minuto de forma sistemática, sobre todo sobre rangos de fechas amplios. Gracias de antemano.",rendimiento,media,neutro,324,True
TCK-0182,2026-03-05T20:31,email,pro,27,Error 500 al guardar un informe,"Al pulsar Guardar en un informe me devuelve un error 500. Pasa siempre, en Chrome y en Firefox. El identificador de la petición es req_286252299. Sin prisa.",bug_producto,media,neutro,79,True
TCK-0183,2026-05-21T11:55,formulario,pro,48,Cobro duplicado en la factura de septiembre,"Buenas, revisando el extracto veo dos cargos de 9 € el mismo día de septiembre. Solo tengo una suscripción pro. ¿Podéis devolver el duplicado? Quedo atento, un saludo.",facturacion,media,neutro,45,True
TCK-0184,2026-07-03T13:10,email,enterprise,21,No puedo entrar en mi cuenta,"Desde ayer no consigo iniciar sesión con javier@nimbus.example. Me dice credenciales incorrectas y el enlace de recuperación no llega ni a la bandeja de spam. Quedo atento, un saludo.",acceso_cuenta,alta,neutro,53,True
TCK-0185,2026-07-21T23:45,chat,pro,47,La API devuelve 401 con una clave válida,La API nos devuelve 401 con una clave que generamos ayer y que sigue apareciendo como activa en el panel. Tenemos una auditoría en curso y esto es crítico.,integraciones,critica,negativo,5,True
TCK-0186,2026-03-09T14:57,chat,free,48,Sugerencia: alertas por Slack,Sería genial recibir las alertas en Slack además de por correo. ¿Está en la hoja de ruta? Esto nos está bloqueando la operación y tenemos un cierre mañana.,solicitud_funcionalidad,baja,negativo,2361,True
TCK-0187,2026-04-13T17:40,email,enterprise,3,El webhook deja de disparar eventos,Nuestro webhook a nimbus.example dejó de recibir eventos hace 8 horas. No hemos cambiado nada del lado nuestro. Esto nos está bloqueando la operación y tenemos un cierre mañana.,integraciones,critica,neutro,12,True
TCK-0188,2026-02-25T16:13,email,business,8,Necesito la factura con el CIF de mi empresa,Necesito rehacer la factura de octubre con los datos fiscales correctos: el CIF que aparece no es el nuestro y así no la puedo deducir. Esto nos está bloqueando la operación y tenemos un cierre mañana.,facturacion,alta,neutro,73,True
TCK-0189,2026-04-22T14:12,email,enterprise,59,Perdí acceso al correo de recuperación,El correo de recuperación de mi cuenta es una dirección antigua a la que ya no tengo acceso. ¿Cómo puedo recuperar la cuenta marta@acme.example? Si no se resuelve hoy tendremos que valorar cancelar el contrato.,acceso_cuenta,alta,neutro,35,True
TCK-0190,2026-06-27T15:52,chat,pro,23,Quiero hablar con comercial,Me gustaría que me llamase alguien de comercial para valorar un contrato anual. Sin prisa.,otros,baja,neutro,353,True
TCK-0191,2026-04-06T19:07,chat,free,12,Usuario bloqueado tras varios intentos,Mi usuario se ha bloqueado tras varios intentos fallidos de inicio de sesión. ¿Podéis desbloquear sofia@delta-labs.example?,acceso_cuenta,baja,neutro,458,True
TCK-0192,2026-06-14T19:05,email,free,47,Quiero cambiar la forma de pago,Quiero pasar de pago con tarjeta a domiciliación bancaria antes de la próxima renovación. ¿Qué necesitáis de mi parte? Esto nos está bloqueando la operación y tenemos un cierre mañana.,facturacion,media,negativo,360,True
TCK-0193,2026-05-05T03:06,email,pro,49,Me han cobrado 149 € de más,"En la última renovación se me ha cobrado 149 € por encima de lo que figura en el plan pro. Adjunto el justificante del cargo. Quedo atento, un saludo.",facturacion,media,negativo,178,True
TCK-0194,2026-03-17T02:37,chat,enterprise,57,Los informes grandes no terminan nunca,Los informes grandes ya no terminan: se quedan cargando indefinidamente y hay que cancelarlos a mano. Sin prisa.,rendimiento,critica,negativo,3,True
TCK-0195,2026-05-30T00:30,email,free,14,Los informes grandes no terminan nunca,Los informes grandes ya no terminan: se quedan cargando indefinidamente y hay que cancelarlos a mano.,rendimiento,baja,neutro,1756,True
TCK-0196,2026-04-27T01:56,chat,pro,51,Falta filtrar por etiquetas,Echamos de menos poder filtrar el listado por etiquetas; ahora hay que buscar a mano entre cientos de elementos. Si no se resuelve hoy tendremos que valorar cancelar el contrato.,solicitud_funcionalidad,critica,neutro,15,True
TCK-0197,2026-02-26T18:06,email,free,38,Usuario bloqueado tras varios intentos,Mi usuario se ha bloqueado tras varios intentos fallidos de inicio de sesión. ¿Podéis desbloquear ana@acme.example?,acceso_cuenta,baja,neutro,1193,True
TCK-0198,2026-01-06T18:41,chat,pro,49,El doble factor no me envía el código,El SMS del segundo factor no llega desde hace 8 horas. Tengo una demo con un cliente y no puedo entrar en la plataforma. Esto nos está bloqueando la operación y tenemos un cierre mañana.,acceso_cuenta,alta,neutro,38,False
TCK-0199,2026-07-17T09:27,formulario,pro,44,Necesito la factura con el CIF de mi empresa,Necesito rehacer la factura de mayo con los datos fiscales correctos: el CIF que aparece no es el nuestro y así no la puedo deducir.,facturacion,media,neutro,151,True
TCK-0200,2026-04-23T18:28,email,pro,28,El webhook deja de disparar eventos,Nuestro webhook a acme.example dejó de recibir eventos hace 24 horas. No hemos cambiado nada del lado nuestro.,integraciones,alta,neutro,9,True
TCK-0201,2026-07-02T11:33,email,pro,43,Falta filtrar por etiquetas,Echamos de menos poder filtrar el listado por etiquetas; ahora hay que buscar a mano entre cientos de elementos. Gracias de antemano.,solicitud_funcionalidad,media,neutro,400,True
TCK-0202,2026-03-14T16:00,chat,business,23,Los gráficos no cargan en el panel,El panel principal se queda en blanco y la consola del navegador muestra un error de JavaScript. Afecta a 3 usuarios de mi equipo. Gracias de antemano.,bug_producto,media,neutro,32,True
TCK-0203,2026-01-16T22:35,email,free,22,La API devuelve 401 con una clave válida,"La API nos devuelve 401 con una clave que generamos ayer y que sigue apareciendo como activa en el panel. Es urgente, por favor. Llevamos todo el día parados.",integraciones,baja,negativo,1987,True
TCK-0204,2026-04-18T01:31,chat,pro,6,La API devuelve 401 con una clave válida,"La API nos devuelve 401 con una clave que generamos ayer y que sigue apareciendo como activa en el panel. Es urgente, por favor. Llevamos todo el día parados.",integraciones,critica,negativo,11,True
TCK-0205,2026-04-01T12:07,chat,pro,26,Los informes grandes no terminan nunca,Los informes grandes ya no terminan: se quedan cargando indefinidamente y hay que cancelarlos a mano.,rendimiento,critica,neutro,13,True
TCK-0206,2026-06-18T00:37,chat,free,29,Se pierden los cambios al recargar,"Edito un informe, guardo, y al recargar la página los cambios han desaparecido. Me ha pasado 12 veces esta semana. Tenemos una auditoría en curso y esto es crítico.",bug_producto,alta,negativo,81,True
TCK-0207,2026-01-15T18:58,chat,pro,9,No puedo entrar en mi cuenta,Desde ayer no consigo iniciar sesión con nuria@nimbus.example. Me dice credenciales incorrectas y el enlace de recuperación no llega ni a la bandeja de spam.,acceso_cuenta,critica,neutro,17,False
TCK-0208,2026-05-30T18:37,email,free,58,Rate limit inesperado en la API,"Estamos recibiendo 429 con muy pocas peticiones por minuto, muy por debajo del límite que anuncia nuestro plan free. Sin prisa.",integraciones,baja,positivo,374,True
TCK-0209,2026-04-07T19:45,email,business,2,Quiero cambiar la forma de pago,Quiero pasar de pago con tarjeta a domiciliación bancaria antes de la próxima renovación. ¿Qué necesitáis de mi parte?,facturacion,baja,positivo,1861,True
TCK-0210,2026-07-01T02:00,formulario,pro,52,El doble factor no me envía el código,El SMS del segundo factor no llega desde hace 24 horas. Tengo una demo con un cliente y no puedo entrar en la plataforma. Sin prisa.,acceso_cuenta,alta,negativo,5,True
TCK-0211,2026-06-03T07:25,chat,pro,26,Petición: modo oscuro,Mucha gente del equipo trabaja de noche y agradeceríamos un modo oscuro en la interfaz.,solicitud_funcionalidad,baja,positivo,2208,True
TCK-0212,2026-04-28T11:10,formulario,free,48,Se pierden los cambios al recargar,"Edito un informe, guardo, y al recargar la página los cambios han desaparecido. Me ha pasado 8 veces esta semana.",bug_producto,media,neutro,194,True
TCK-0213,2026-05-20T21:53,telefono,pro,8,Quiero cambiar la forma de pago,"Quiero pasar de pago con tarjeta a domiciliación bancaria antes de la próxima renovación. ¿Qué necesitáis de mi parte? Quedo atento, un saludo.",facturacion,alta,negativo,9,True
TCK-0214,2026-02-28T10:08,chat,business,19,Se pierden los cambios al recargar,"Edito un informe, guardo, y al recargar la página los cambios han desaparecido. Me ha pasado 5 veces esta semana.",bug_producto,media,neutro,236,True
TCK-0215,2026-02-22T00:01,chat,free,6,Necesitamos firmar un DPA,"Necesitamos firmar un acuerdo de tratamiento de datos antes de renovar el contrato del plan free. ¿A quién se lo pedimos? Quedo atento, un saludo.",datos_privacidad,baja,positivo,1178,True
TCK-0216,2026-04-11T07:14,email,pro,32,Necesito revocar el acceso de un empleado,"Han salido dos personas del equipo y necesito revocar sus accesos hoy mismo por política interna de seguridad. Quedo atento, un saludo.",acceso_cuenta,media,neutro,62,True
TCK-0217,2026-02-17T13:41,chat,free,30,El webhook deja de disparar eventos,Nuestro webhook a acme.example dejó de recibir eventos hace 5 horas. No hemos cambiado nada del lado nuestro.,integraciones,media,neutro,433,True
TCK-0218,2026-03-13T02:24,telefono,pro,10,La exportación a CSV sale vacía,La exportación a CSV descarga un fichero de 0 bytes desde la actualización de noviembre. Antes funcionaba correctamente. Gracias de antemano.,bug_producto,media,neutro,463,True
TCK-0219,2026-04-18T18:22,email,free,46,Necesitamos firmar un DPA,Necesitamos firmar un acuerdo de tratamiento de datos antes de renovar el contrato del plan free. ¿A quién se lo pedimos?,datos_privacidad,alta,neutro,70,True
TCK-0220,2026-04-24T22:32,chat,pro,23,La API devuelve 401 con una clave válida,La API nos devuelve 401 con una clave que generamos ayer y que sigue apareciendo como activa en el panel.,integraciones,alta,neutro,72,True
TCK-0221,2026-06-15T16:05,email,business,15,Necesito la factura con el CIF de mi empresa,Necesito rehacer la factura de abril con los datos fiscales correctos: el CIF que aparece no es el nuestro y así no la puedo deducir.,facturacion,media,neutro,358,True
TCK-0222,2026-02-11T14:38,chat,pro,42,Timeouts constantes en el panel,El panel tarda muchísimo en cargar y a menudo acaba en timeout. Ocurre sobre todo a primera hora de la mañana.,rendimiento,baja,neutro,2253,True
TCK-0223,2026-01-20T09:04,email,pro,38,Solicitud de borrado de datos (RGPD),"Ejerciendo el derecho de supresión del RGPD, solicito el borrado de todos los datos asociados a marta@nimbus.example. Tenemos una auditoría en curso y esto es crítico.",datos_privacidad,media,negativo,229,True
TCK-0224,2026-01-17T14:51,email,pro,45,Perdí acceso al correo de recuperación,"El correo de recuperación de mi cuenta es una dirección antigua a la que ya no tengo acceso. ¿Cómo puedo recuperar la cuenta pablo@orbita.example? Quedo atento, un saludo.",acceso_cuenta,critica,negativo,15,True
TCK-0225,2026-01-24T09:51,formulario,pro,2,Fallo al conectar con Salesforce,Al conectar Salesforce el asistente se queda en el paso de autorización y acaba en un error genérico sin detalle. Si no se resuelve hoy tendremos que valorar cancelar el contrato.,integraciones,media,negativo,73,True
TCK-0226,2026-05-10T02:27,chat,business,24,No me llega la factura de mayo,"Hola, no he recibido la factura de mayo y contabilidad me la está pidiendo para cerrar el trimestre. Mi cuenta es nuria@acme.example. Quedo atento, un saludo.",facturacion,media,negativo,135,True
TCK-0227,2026-04-17T06:39,chat,business,11,¿Tenéis descuento para ONG?,"Somos una entidad sin ánimo de lucro, ¿tenéis algún tipo de descuento sobre el plan business?",otros,baja,negativo,1357,True
TCK-0228,2026-03-25T15:46,telefono,pro,17,Necesito revocar el acceso de un empleado,Han salido dos personas del equipo y necesito revocar sus accesos hoy mismo por política interna de seguridad.,acceso_cuenta,media,neutro,168,True
TCK-0229,2026-06-26T11:20,email,pro,37,Los gráficos no cargan en el panel,El panel principal se queda en blanco y la consola del navegador muestra un error de JavaScript. Afecta a 40 usuarios de mi equipo.,bug_producto,media,positivo,469,True
TCK-0230,2026-08-01T02:22,email,pro,43,Quiero hablar con comercial,Me gustaría que me llamase alguien de comercial para valorar un contrato anual. Gracias de antemano.,otros,baja,neutro,1706,True
TCK-0231,2026-02-04T08:50,email,pro,18,Sincronización con Google Sheets parada,"La sincronización con Google Sheets lleva 48 horas sin actualizar. La hoja destino sigue con los datos de antes. Es urgente, por favor. Llevamos todo el día parados.",integraciones,media,negativo,432,True
TCK-0232,2026-07-27T13:23,chat,free,41,La app móvil se cierra al abrir un proyecto,"La aplicación móvil se cierra sola al abrir cualquier proyecto. La he reinstalado y sigue igual. Quedo atento, un saludo.",bug_producto,alta,negativo,24,True
TCK-0233,2026-07-11T21:31,telefono,enterprise,4,Timeouts constantes en el panel,El panel tarda muchísimo en cargar y a menudo acaba en timeout. Ocurre sobre todo a primera hora de la mañana. Si no se resuelve hoy tendremos que valorar cancelar el contrato.,rendimiento,critica,negativo,18,True
TCK-0234,2026-05-18T01:23,formulario,free,54,Rate limit inesperado en la API,"Estamos recibiendo 429 con muy pocas peticiones por minuto, muy por debajo del límite que anuncia nuestro plan free.",integraciones,baja,neutro,651,True
TCK-0235,2026-07-19T08:26,chat,pro,56,El doble factor no me envía el código,El SMS del segundo factor no llega desde hace 48 horas. Tengo una demo con un cliente y no puedo entrar en la plataforma.,acceso_cuenta,media,negativo,299,True
TCK-0236,2026-03-25T23:42,chat,pro,26,Falta filtrar por etiquetas,Echamos de menos poder filtrar el listado por etiquetas; ahora hay que buscar a mano entre cientos de elementos. Gracias de antemano.,solicitud_funcionalidad,baja,neutro,929,True
